hotelID,keywords1,keywords2,keywords3
11191,force,Strong smell,
54219,noise,not well ,
20540,mixed drink,cold,
41036,wife,way,
14185,beds,elevator,
22631,soda,odor,
63744,force,Strong smell,
25575,noise,not well ,
4452,issue,disappointment All,
11097,hours tea coffee,,
12788,Hospitality room,hot tub minor ,
15029,water view,wife,
48600,mixed drink,hot tub minor ,
20052,Pizza,wife,
41569,way,key card,
27524,bill,elevator,
19122,soda,,
16286,late service,not recommend,
18129, Great hotel. , loved it,
24680,snacks,water view,
54019,issue,mixed drink,
16187,beer,,
5181,weekend,,
15560,bad beer,,
16937,nice perk,dam kids,
24791,Clean rooms,Pool,
25668,floor guests,good food hot,
14221,floor guests,negative feelings,
116863,noise,YO bottle of Jameson,
8131,snacks,water view,
41291,issue,mixed drink,
106624,hot tub minor ,margharita sweey,
8263,wife,way,
28008,key card,bill,
34236,elevator,soda,
23064,Clean rooms,Pool,
27231,weekend,hours tea coffee,
5951,YO bottle of Jameson,negative feelings,
14343,mixed drink,cold,
4105,wife,way,
53479,beds,elevator,
115255,soda,odor,
23438,force,Strong smell,
27816,noise,not well ,
21126,issue,disappointment All,
34591,hours tea coffee,,
40941,Hospitality room,hot tub minor ,
15209,water view,wife,
7544,mixed drink,hot tub minor ,
11286,Pizza,wife,
49392,way,key card,
82269,bill,elevator,
40640,soda,,
41702,late service,not recommend,
35099, Great hotel. , loved it,
22399,snacks,water view,
9470,issue,mixed drink,
42508,hot tub minor ,Pizza,
23937,wife,way,
4150,key card,bill,
25872,elevator,soda,
15974,Clean rooms,Pool,
15277,weekend,hours tea coffee,
21741,YO bottle of Jameson,negative feelings,
40432,mixed drink,cold,
83030,wife,way,
43834,beds,elevator,
2284,soda,odor,
8777,force,Strong smell,
25187,noise,not well ,
56763,mixed drink,cold,
41452,wife,way,
6049,beds,elevator,
14756,soda,odor,
26936,force,Strong smell,
95882,noise,not well ,
1576,issue,disappointment All,
19019,hours tea coffee,,
19431,Hospitality room,hot tub minor ,
98910,water view,wife,
27361,mixed drink,hot tub minor ,
16411,Pizza,wife,
3726,way,key card,
18784,bill,elevator,
40400,soda,,
77761,late service,not recommend,
11500, Great hotel. , loved it,
18867,snacks,water view,
27064,issue,mixed drink,
5646,beer,,
152,weekend,,
8711,bad beer,,
50609,mixed drink,cold,
115939,wife,way,
39741,beds,elevator,
6307,soda,odor,
16906,force,Strong smell,
126898,noise,not well ,
5494,mixed drink,cold,
11048,wife,way,
43831,beds,elevator,
46235,soda,odor,
52886,force,Strong smell,
18282,noise,not well ,
20448,issue,disappointment All,
21035,hours tea coffee,,
116370,Hospitality room,hot tub minor ,
36579,water view,wife,
3608,mixed drink,hot tub minor ,
42394,Pizza,wife,
17015,way,key card,
14229,bill,elevator,
83105,soda,,
18876,late service,not recommend,
13822, Great hotel. , loved it,
106637,snacks,water view,
21208,issue,mixed drink,
5736,beer,,
13130,weekend,,
41773,bad beer,,
14531,nice perk,dam kids,
64417,Clean rooms,Pool,
4018,floor guests,good food hot,
2660,floor guests,negative feelings,
4621,noise,YO bottle of Jameson,
9339,snacks,water view,
23153,issue,mixed drink,
25650,hot tub minor ,margharita sweey,
42285,wife,way,
4921,key card,bill,
17528,elevator,soda,
79373,Clean rooms,Pool,
9767,weekend,hours tea coffee,
26544,YO bottle of Jameson,negative feelings,
40452,mixed drink,cold,
11917,wife,way,
6422,beds,elevator,
1125,soda,odor,
17101,force,Strong smell,
3791,noise,not well ,
81,issue,disappointment All,
8860,hours tea coffee,,
120218,Hospitality room,hot tub minor ,
19135,water view,wife,
18866,mixed drink,hot tub minor ,
44521,Pizza,wife,
19983,way,key card,
56101,bill,elevator,
27216,soda,,
7198,late service,not recommend,
24284, Great hotel. , loved it,
24711,snacks,water view,
3690,issue,mixed drink,
24800,hot tub minor ,Pizza,
41128,wife,way,
12055,key card,bill,
42048,elevator,soda,
2018,Clean rooms,Pool,
23486,weekend,hours tea coffee,
66768,YO bottle of Jameson,negative feelings,
24728,mixed drink,cold,
119285,wife,way,
25415,beds,elevator,
57862,soda,odor,
19339,force,Strong smell,
3543,noise,not well ,
106101,mixed drink,cold,
13825,wife,way,
6724,beds,elevator,
80911,soda,odor,
15484,force,Strong smell,
16914,noise,not well ,
18549,issue,disappointment All,
49449,hours tea coffee,,
63254,Hospitality room,hot tub minor ,
10690,water view,wife,
4586,mixed drink,hot tub minor ,
3692,Pizza,wife,
9468,way,key card,
18541,bill,elevator,
21588,soda,,
25434,late service,not recommend,
28617, Great hotel. , loved it,
17982,snacks,water view,
85063,issue,mixed drink,
42334,beer,,
42830,weekend,,
41330,bad beer,,
70633,nice perk,dam kids,
22643,Clean rooms,Pool,
26374,floor guests,good food hot,
20467,floor guests,negative feelings,
4262,noise,YO bottle of Jameson,
5536,snacks,water view,
25732,issue,mixed drink,
27627,hot tub minor ,margharita sweey,
55265,wife,way,
117296,key card,bill,
84686,elevator,soda,
10421,Clean rooms,Pool,
6657,weekend,hours tea coffee,
21751,YO bottle of Jameson,negative feelings,
50119,mixed drink,cold,
62556,wife,way,
79588,beds,elevator,
127343,soda,odor,
21673,force,Strong smell,
10088,noise,not well ,
1504,issue,disappointment All,
1384,hours tea coffee,,
2512,Hospitality room,hot tub minor ,
14300,water view,wife,
53328,mixed drink,hot tub minor ,
13497,Pizza,wife,
22298,way,key card,
42797,bill,elevator,
49705,soda,,
8490,late service,not recommend,
15496, Great hotel. , loved it,
45236,snacks,water view,
18223,issue,mixed drink,
17543,hot tub minor ,Pizza,
82251,wife,way,
20171,key card,bill,
17056,elevator,soda,
18646,Clean rooms,Pool,
54868,weekend,hours tea coffee,
68865,YO bottle of Jameson,negative feelings,
120470,mixed drink,cold,
82,wife,way,
10549,beds,elevator,
82273,soda,odor,
9763,force,Strong smell,
88571,noise,not well ,
12645,mixed drink,cold,
9296,wife,way,
53851,beds,elevator,
63696,soda,odor,
42828,force,Strong smell,
57251,noise,not well ,
8394,issue,disappointment All,
19994,hours tea coffee,,
75379,Hospitality room,hot tub minor ,
18467,water view,wife,
56006,mixed drink,hot tub minor ,
4739,Pizza,wife,
8745,way,key card,
40995,bill,elevator,
4626,soda,,
28057,late service,not recommend,
11084, Great hotel. , loved it,
84656,snacks,water view,
2084,issue,mixed drink,
17862,beer,,
16034,weekend,,
9560,bad beer,,
6928,nice perk,dam kids,
49851,Clean rooms,Pool,
6460,floor guests,good food hot,
21392,floor guests,negative feelings,
99636,noise,YO bottle of Jameson,
27406,snacks,water view,
10878,issue,mixed drink,
41428,hot tub minor ,margharita sweey,
62800,wife,way,
60323,key card,bill,
34603,elevator,soda,
12172,Clean rooms,Pool,
9848,weekend,hours tea coffee,
42107,YO bottle of Jameson,negative feelings,
68925,mixed drink,cold,
50954,wife,way,
83298,beds,elevator,
40701,soda,odor,
13864,force,Strong smell,
25343,noise,not well ,
41354,issue,disappointment All,
42478,hours tea coffee,,
15589,Hospitality room,hot tub minor ,
42528,water view,wife,
10101,mixed drink,hot tub minor ,
50901,Pizza,wife,
3807,way,key card,
68392,bill,elevator,
3681,soda,,
15161,late service,not recommend,
3672, Great hotel. , loved it,
3745,snacks,water view,
84909,issue,mixed drink,
10808,hot tub minor ,Pizza,
4967,wife,way,
123373,key card,bill,
5290,elevator,soda,
81487,Clean rooms,Pool,
21332,weekend,hours tea coffee,
14410,YO bottle of Jameson,negative feelings,
318,mixed drink,cold,
43043,wife,way,
1302,beds,elevator,
27559,soda,odor,
27990,force,Strong smell,
21624,noise,not well ,
34247,mixed drink,cold,
1969,wife,way,
17987,beds,elevator,
43114,soda,odor,
8068,force,Strong smell,
15950,noise,not well ,
5071,issue,disappointment All,
21959,hours tea coffee,,
15069,Hospitality room,hot tub minor ,
50722,water view,wife,
119126,mixed drink,hot tub minor ,
6220,Pizza,wife,
14162,way,key card,
25596,bill,elevator,
21956,soda,,
7395,late service,not recommend,
6213, Great hotel. , loved it,
23288,snacks,water view,
7050,issue,mixed drink,
20779,beer,,
3832,weekend,,
18106,bad beer,,
26297,nice perk,dam kids,
82055,Clean rooms,Pool,
3827,floor guests,good food hot,
14103,floor guests,negative feelings,
15753,noise,YO bottle of Jameson,
22469,snacks,water view,
34359,issue,mixed drink,
41226,hot tub minor ,margharita sweey,
84253,wife,way,
23887,key card,bill,
2917,elevator,soda,
11278,Clean rooms,Pool,
116954,weekend,hours tea coffee,
21330,YO bottle of Jameson,negative feelings,
2119,mixed drink,cold,
25881,wife,way,
10005,beds,elevator,
24231,soda,odor,
44662,force,Strong smell,
12108,noise,not well ,
70001,issue,disappointment All,
77662,hours tea coffee,,
7353,Hospitality room,hot tub minor ,
118030,water view,wife,
34320,mixed drink,hot tub minor ,
4009,Pizza,wife,
6862,way,key card,
23050,bill,elevator,
26585,soda,,
34464,late service,not recommend,
120196, Great hotel. , loved it,
108576,snacks,water view,
16783,issue,mixed drink,
20162,hot tub minor ,Pizza,
67526,wife,way,
18535,key card,bill,
2192,elevator,soda,
17193,Clean rooms,Pool,
28060,weekend,hours tea coffee,
6818,YO bottle of Jameson,negative feelings,
9442,mixed drink,cold,
5950,wife,way,
12344,beds,elevator,
22411,soda,odor,
118974,force,Strong smell,
207,noise,not well ,
15055,mixed drink,cold,
16766,wife,way,
20028,beds,elevator,
74413,soda,odor,
12569,force,Strong smell,
11799,noise,not well ,
17131,issue,disappointment All,
40456,hours tea coffee,,
19816,Hospitality room,hot tub minor ,
22327,water view,wife,
27634,mixed drink,hot tub minor ,
14088,Pizza,wife,
19752,way,key card,
5340,bill,elevator,
43422,soda,,
46537,late service,not recommend,
28625, Great hotel. , loved it,
18617,snacks,water view,
47194,issue,mixed drink,
18951,beer,,
485,weekend,,
15528,bad beer,,
16269,nice perk,dam kids,
12469,Clean rooms,Pool,
9035,floor guests,good food hot,
129,floor guests,negative feelings,
13799,noise,YO bottle of Jameson,
110066,snacks,water view,
823,issue,mixed drink,
4038,hot tub minor ,margharita sweey,
27469,wife,way,
47425,key card,bill,
117235,elevator,soda,
71435,Clean rooms,Pool,
16355,weekend,hours tea coffee,
34580,YO bottle of Jameson,negative feelings,
7803,mixed drink,cold,
18879,wife,way,
72228,beds,elevator,
34371,soda,odor,
48265,force,Strong smell,
19579,noise,not well ,
2658,issue,disappointment All,
12318,hours tea coffee,,
102480,Hospitality room,hot tub minor ,
42893,water view,wife,
68369,mixed drink,hot tub minor ,
19544,Pizza,wife,
74159,way,key card,
4237,bill,elevator,
67327,soda,,
1193,late service,not recommend,
12287, Great hotel. , loved it,
123688,snacks,water view,
5516,issue,mixed drink,
66403,hot tub minor ,Pizza,
39759,wife,way,
41193,key card,bill,
75533,elevator,soda,
115853,Clean rooms,Pool,
52,weekend,hours tea coffee,
2139,YO bottle of Jameson,negative feelings,
18815,mixed drink,cold,
16911,wife,way,
26030,beds,elevator,
40403,soda,odor,
119148,force,Strong smell,
20305,noise,not well ,
26524,mixed drink,cold,
67841,wife,way,
2986,beds,elevator,
67515,soda,odor,
1587,force,Strong smell,
35577,noise,not well ,
116563,issue,disappointment All,
8203,hours tea coffee,,
118232,Hospitality room,hot tub minor ,
15453,water view,wife,
62445,mixed drink,hot tub minor ,
11300,Pizza,wife,
336,way,key card,
17841,bill,elevator,
6660,soda,,
21657,late service,not recommend,
34355, Great hotel. , loved it,
123141,snacks,water view,
15008,issue,mixed drink,
7296,beer,mixed drink,
55009,weekend,wife,
8651,bad beer,beds,
18543,nice perk,dam kids,
24188,Clean rooms,Pool,
124125,floor guests,good food hot,
7401,floor guests,negative feelings,
2359,noise,YO bottle of Jameson,
25788,snacks,water view,
4260,issue,mixed drink,
17107,hot tub minor ,margharita sweey,
2815,wife,way,
13265,key card,bill,
79450,elevator,soda,
15333,Clean rooms,Pool,
9273,weekend,hours tea coffee,
4486,YO bottle of Jameson,negative feelings,
1111,mixed drink,cold,
7448,wife,way,
11157,beds,elevator,
25107,soda,odor,
16478,force,Strong smell,
18241,noise,not well ,
60083,issue,disappointment All,
1377,hours tea coffee,,
7716,Hospitality room,hot tub minor ,
9710,water view,wife,
43376,mixed drink,hot tub minor ,
116743,Pizza,wife,
83041,way,key card,
56173,bill,elevator,
1879,soda,,
10755,late service,not recommend,
68320, Great hotel. , loved it,
27290,snacks,water view,
14668,issue,mixed drink,
123214,hot tub minor ,Pizza,
8202,wife,way,
12618,key card,bill,
15612,elevator,soda,
12683,Clean rooms,Pool,
3633,weekend,hours tea coffee,
10012,YO bottle of Jameson,negative feelings,
57655,mixed drink,cold,
8135,wife,way,
13342,beds,elevator,
9287,soda,odor,
10645,force,Strong smell,
857,noise,not well ,
43066,mixed drink,cold,
67651,wife,way,
19165,beds,elevator,
65251,soda,odor,
8502,force,Strong smell,
12324,noise,not well ,
22994,issue,disappointment All,
23055,hours tea coffee,,
124157,Hospitality room,hot tub minor ,
1995,water view,wife,
12073,mixed drink,hot tub minor ,
15840,Pizza,wife,
27166,way,key card,
11790,bill,elevator,
41434,soda,,
54065,late service,not recommend,
44867, Great hotel. , loved it,
5811,snacks,water view,
18488,issue,mixed drink,
18724,beer,,
116787,weekend,,
84625,bad beer,,
42276,nice perk,dam kids,
26262,Clean rooms,Pool,
79422,floor guests,good food hot,
13810,floor guests,negative feelings,
40451,noise,YO bottle of Jameson,
120630,snacks,water view,
19892,issue,mixed drink,
6801,hot tub minor ,margharita sweey,
23458,wife,way,
23189,key card,bill,
68551,elevator,soda,
25303,Clean rooms,Pool,
43090,weekend,hours tea coffee,
27803,YO bottle of Jameson,negative feelings,
2727,mixed drink,cold,
6309,wife,way,
67868,beds,elevator,
72334,soda,odor,
79665,force,Strong smell,
26241,noise,not well ,
18190,issue,disappointment All,
21000,hours tea coffee,,
10520,Hospitality room,hot tub minor ,
13247,water view,wife,
24990,mixed drink,hot tub minor ,
82839,Pizza,wife,
34546,way,key card,
9014,bill,elevator,
51213,soda,,
2981,late service,not recommend,
10419, Great hotel. , loved it,
17076,snacks,water view,
40740,issue,mixed drink,
24502,hot tub minor ,Pizza,
123425,wife,way,
73660,key card,bill,
4954,elevator,soda,
20477,Clean rooms,Pool,
9474,weekend,hours tea coffee,
3233,YO bottle of Jameson,negative feelings,
15148,mixed drink,cold,
17103,wife,way,
25443,beds,elevator,
34394,soda,odor,
42751,force,Strong smell,
17050,noise,not well ,
23617,mixed drink,cold,
84440,wife,way,
116698,beds,elevator,
48031,soda,odor,
25917,force,Strong smell,
27279,noise,not well ,
24805,issue,disappointment All,
7303,hours tea coffee,,
13506,Hospitality room,hot tub minor ,
20042,water view,wife,
27755,mixed drink,hot tub minor ,
62816,Pizza,wife,
28525,way,key card,
123892,bill,elevator,
4912,soda,,
25067,late service,not recommend,
16272, Great hotel. , loved it,
6786,snacks,water view,
15760,issue,mixed drink,
50111,beer,,
5952,weekend,,
27413,bad beer,,
11400,nice perk,dam kids,
1647,Clean rooms,Pool,
50097,floor guests,good food hot,
825,floor guests,negative feelings,
27910,noise,YO bottle of Jameson,
99770,snacks,water view,
12111,issue,mixed drink,
2758,hot tub minor ,margharita sweey,
11120,wife,way,
17758,key card,bill,
27866,elevator,soda,
102454,Clean rooms,Pool,
62917,weekend,hours tea coffee,
68490,YO bottle of Jameson,negative feelings,
54154,mixed drink,cold,
60929,wife,way,
72542,beds,elevator,
2208,soda,odor,
14174,force,Strong smell,
15404,noise,not well ,
2868,issue,disappointment All,
8953,hours tea coffee,,
